pid,name,degree_score
03/6872-1,Yong-Jin Liu 0001,0.0032317190816129656
183/2642,Weisong Sun,0.0032317190816129656
386/9174,JianHui Sun,0.0032317190816129656
68/4942-1,Jian Sun 0001,0.0032317190816129656
39/3695,Xiaochun Cao,0.0032317190816129656
86/5681,Rongrong Ji,0.0032317190816129656
95/6812,Zengxiang Li,0.0031834844684545628
129/1217,Semih Yavuz,0.0031834844684545628
196/3124,Weixia Zhang,0.0031834844684545628
00/1357,Tai Wang,0.0031834844684545628
244/9313,Qirui Yang,0.0031834844684545628
72/51,Zhiqiang Xu,0.0031834844684545628
52/3901,Gang Wei,0.0031834844684545628
00/5815-1,Yun Fu 0001,0.0031834844684545628
178/8725,Baosheng Yu,0.0031834844684545628
195/8270,Xingjun Ma,0.0031834844684545628
98/153,Ying-Chang Liang,0.0031352498552961604
