pid,name,pagerank_score
12/417-16,Hui Chen 0016,0.00015175157111644924
73/4145,Meng Joo Er,0.0001515084649037048
120/7554,Zhipeng Luo,0.00015141570411296632
251/7214,Teng-Fei Ding,0.00015136890028461946
62/6846-2,Yao Sun 0002,0.00015122439325270052
219/5327,Peiqing Yang,0.00015122087813307556
26/3470-3,Qian Sun 0003,0.00015119797965608243
181/2323,Yan Sun,0.00015112165748163605
72/7440,Jiazhi Xia,0.00015095625737987904
39/10651,Ruitao Feng,0.0001508798896570969
73/7781,Baoyuan Wu,0.00015079151165112351
89/3991,Xu He,0.00015077354109223267
03/2515,Kalyani Chatterjea,0.00015072352265805856
49/4096,Wenping Wang,0.00015052329438170137
131/9490-1,Youzhi Zhang 0001,0.00015039044876164539
l/InsupLee,Insup Lee 0001,0.00015035539020454567
19/1947,Preslav Nakov,0.00015012550402639316
121/8989,Shuang-Min Chen,0.00015001784697689396
12/116,Wenshan Hu,0.00014968181749340102
171/1258,Kailong Wang 0001,0.00014968089232233954
01/4449-1,Zhiguo Cao 0001,0.00014934733755747444
74/1798-1,Yuan Miao 0001,0.00014933214480831845
94/957,Agustina,0.00014917632748021305
61/7360-2,Liang Zheng 0002,0.00014894269655892921
33/7597,Kening Zhu,0.00014875144125935143
117/6987,Wen Jun Tan,0.00014871420545192204
10/2453,Xiaofeng Yang,0.00014858199615713888
75/7384,Jun Jia,0.0001484329505139578
97/4637,Jon Garibaldi,0.00014830187182641986
88/4302,Jun Jiang,0.00014801173127434894
22/7733,Qiong Cao,0.00014800915421395633
08/162,Aung Aung Phyo Wai,0.00014774814669139095
268/6752,Daxuan Ren,0.00014770961129097763
239/6045,Wayne Zhang 0001,0.0001476261038482664
90/549-1,Zhaohui Yang 0001,0.00014758008339389673
317/0657,Xuan Long Do,0.00014707209498484908
95/3736-36,Jun Liu 0036,0.00014705432041080564
40/1491,Xiang Li,0.00014688730604150275
88/8205-1,Tianyi Zhou 0001,0.0001465391953996626
184/7483,Yulan Gao,0.00014646683330048907
77/10205-1,Hongliang Zhang 0001,0.00014640336501704624
67/229-3,Kai Niu 0003,0.00014622129998347844
77/2927,Pengcheng Wu,0.00014569178216122962
67/8628-1,Liming Jiang 0001,0.00014546321441227447
79/3711,Ming-Hsuan Yang 0001,0.00014524536730689145
275/1523,Yijing Lin,0.00014514863915242703
71/2764,Eryk Dutkiewicz,0.00014510768969193673
55/6071,Chi Keong Goh,0.00014497474137060125
190/2868,Yaowen Zheng,0.00014489583345456055
05/4824,Roy E. Welsch,0.00014488560010135414
198/4455,Zongsheng Yue,0.00014485993746735378
279/6151,Xinshuai Dong,0.00014461481303605942
83/820-1,Feng Shao 0001,0.00014431077593820668
71/3256,Ta Nguyen Binh Duong,0.00014429756573918853
67/1220,Goutam Paul 0001,0.00014419223575786792
17/8472,Philipp Andelfinger,0.00014413850257292887
85/3714-2,Ya Zhang 0002,0.00014405804077739288
84/3254-1,Fei Wu 0001,0.0001440580211845233
49/4409,Chunhua Xiao,0.00014398890187387132
218/7793,Yueting Zhuang,0.00014392365921223296
78/1102-3,Shuo Yang 0003,0.00014358023227374297
140/7434,Kaiyu Feng,0.00014298098508051387
10/4661-82,Wei Zhang 0082,0.00014277462874890843
21/1340,Xiaowen Wu,0.0001425040459542803
45/2091-1,Yao Zhao 0001,0.00014235695892225676
42/9851,David Eckhoff,0.00014224615949240708
16/6654,F. Richard Yu,0.0001422002556345815
194/1299,Alice Baird,0.00014211277988299492
133/1975,Jiarui Gan,0.0001420063577453658
72/7503-1,Shuai Yang 0001,0.00014192628465756993
232/2265,Hongyuan Yu,0.0001419076266198416
75/3158-19,Zhe Wang 0019,0.00014177293057113572
159/1492,Yutao Jiao,0.00014177108253152264
31/2621,Edith Elkind,0.0001415778253358855
44/3470,Yiqun Hu,0.00014154488255768133
192/4964,Yaoxin Wu,0.0001414517536415485
38/1993,P. Balasubramanian 0001,0.00014141522471277144
t/DanielThalmann,Daniel Thalmann,0.00014092181690850575
225/5519,Daqing Liu,0.00014079164485095562
295/9208,Emadeldeen Eldele,0.00014077992780246745
73/4373-1,Ming Tang 0001,0.00014073498395480015
91/620,Duo Liu,0.00014070063971904055
74/3128-3,Chong Zhang 0003,0.00014056662803446163
57/6221-6,Sen Zhang 0006,0.00014052228680275062
16/1184,Xinge You,0.000140322224530024
62/411,Teck Meng Lim,0.00014026549969066486
71/4292-1,Gang Wang 0001,0.0001402518363019193
25/1221-1,Xiaoguang Liu 0001,0.0001402518363019193
46/5508-2,Xu Guo 0002,0.00014011714248055642
73/8538,Chenwei Deng,0.00013961597585255778
a/SihemAmerYahia,Sihem Amer-Yahia,0.00013911577698628834
150/6633,Shuai Yi,0.00013887585789489553
85/1201,A. Kai Qin,0.00013884676258522327
183/6792,Yanbing Yang,0.0001388124450357726
241/6064,Xinhang Lu,0.00013870994331619324
72/5816,Huanhuan Chen,0.000138562947193956
46/8076,Wenwei Zhang,0.00013848230103706357
12/7627-1,Xinfeng Zhang 0001,0.00013839811185762022
22/1460,Hanwu Sun,0.00013834309185191111
165/2982,Yulei Niu,0.000138313233060167
120/8258,Effie Chew,0.000138253472064596
203/0155,Md Meftahul Ferdaus,0.00013819514843889017
83/1191-1,Jung-Jae Kim 0001,0.0001381392244387226
52/5716-40,Chang Liu 0040,0.00013807778389781828
59/2741,Xiang Bai,0.00013805944530663385
243/6550,Lukas Stappen,0.00013796899200325523
260/7515,Mingjing Qi,0.00013789835381145798
11/5166-1,Wei Qiu 0001,0.00013774153869848394
34/6669,Kuiyu Chang,0.00013721430747490527
293/7155,Longtao Zheng,0.0001367858006488581
75/3158-6,Zhe Wang 0006,0.00013673508972906632
20/6179-1,Kui Ren 0001,0.00013670797435606303
20/3849,David Kammler,0.0001366005486997081
51/4299,Haibo He,0.00013644788477980212
66/6604,Zhiyong Lu,0.00013608031574069125
302/3974,Shaolun Ruan,0.00013603424382028695
17/144-2,Haitao Liu 0002,0.00013603125872686502
227/0291,Shaoxiong Ji,0.0001358381789271174
50/671,Yu Zhang,0.00013579450307172437
62/6547,Simon See,0.0001356837965614022
90/343,Liang Pan,0.00013564876990769604
y/PhilipSYu,Philip S. Yu,0.0001356481152943652
218/5222,Huaizheng Zhang,0.00013539332986872346
35/814,Guoying Zhao 0001,0.00013535420258727927
31/7025,Mengling Feng,0.0001351987058843227
121/1326-2,Mengmeng Yang 0002,0.00013498363002771097
74/4904,Qingyu Guo,0.00013476958225350504
124/2136,Long Lan,0.0001346374423432807
229/2908,Qika Lin,0.00013450420811492048
h/ThomasSHuang,Thomas S. Huang,0.00013435114503526795
36/1648,Huiyu Zhou 0001,0.00013414557701008954
96/2615-6,Ye Liu 0006,0.0001341346855671611
78/5816-2,Jun Cheng 0002,0.00013409806433006886
84/8949,Xiwu Zhan,0.00013404394462884653
170/9614,Christopher Hain,0.00013404394462884653
288/0985,Kaiwen Cui,0.0001340147298362642
199/9811,Swaminathan Ramabadran,0.00013400280110311037
76/1820-9,Xin Liu 0009,0.00013396884445844386
204/3375,Sijie Ruan,0.00013395573120245628
69/732,Xingce Wang,0.0001336897094542597
54/711,Jian Jin,0.00013354451441539134
137/2585,Xuequan Lu,0.00013316757936493963
83/2660,Suhaib A. Fahmy,0.00013294345255380924
48/450-2,Yang Yang 0002,0.0001329126782111082
179/3256,Nitin Shivaraman,0.0001328594110951451
55/2270-48,Hao Zhang 0048,0.00013283618344896186
18/6839,Tan Wang,0.00013282785087300651
142/9150,Aston Zhang,0.00013278349927025066
68/2031-2,Wei Rao 0002,0.00013274940526421578
29/3081,Fan Yang,0.00013273078421191322
92/972,Andrew Lim 0001,0.00013263674148750385
08/4900,Siwei Jiang,0.00013260336380147938
92/8277,Liqiang Nie,0.00013245071841164926
276/3216,Annan Wang,0.00013206829105631086
140/3806,Yidan Sun,0.00013200445694583446
45/4163-1,Abdul Wahab 0001,0.00013187102132214052
167/2089,Simeng Han,0.00013184205404065885
98/3034,Susanto Rahardja,0.0001318010807232331
241/0472-3,Bo Han 0003,0.0001316841312372714
36/3071-2,Xiaoming Li 0002,0.00013166838461628168
03/5597,Lap-Pui Chau,0.00013148203656308946
74/3148,Longbiao Wang,0.00013140992192324519
201/5229,Haiyun Peng,0.0001313985685561264
62/3,Lluís Màrquez,0.00013101815126030666
71/208-7,Shuai Zhang 0007,0.00013100573458763322
63/7379-2,Suresh Sundaram 0002,0.00013088083582391024
01/5858,Yang Gu,0.00013068818269994467
14/8431,Haibo Zhou,0.00013051847962266134
10/7647-2,Amit Kumar Singh 0002,0.00013046343634533103
83/7910,Chengwen Xing,0.00013029382070944582
03/1312,Nguyen Hoang Tran,0.00013028374761054208
325/4320,Xuanyu Yi,0.00013019773648760514
61/7591,Peiran Ren,0.00013004086078229375
280/2872,Haobo Yuan,0.00013002152642035218
50/2484-59,Lei Yang 0059,0.00012986988164002223
30/4561,Subhasish Mitra,0.0001298374378596351
72/5872,Xiaoxin He,0.0001298024570284155
10/217,Cheng Chen,0.00012976457119945415
257/4822,Jinjie Ni,0.00012962423472205972
96/2615-12,Ye Liu 0012,0.00012955199160316475
91/283,Marius Erdt,0.00012950179885591107
36/1075,David Sun,0.000129250420009583
34/117,Chi Xu,0.00012913223855851673
284/0807,Zheng Shou 0001,0.0001291120330674804
253/2147,Ruochen Zhao,0.00012898468321671694
203/8513,Haiyu Zhao,0.00012887149014550108
166/1912,Minhui Xue 0001,0.00012883997799945484
51/1764,Ngan Meng Tan,0.0001288166815422652
39/3864,Zhiyuan Hu,0.00012865277124181413
146/6418,Fengmao Lv,0.00012860077915461638
256/5052,Yuzhou Cao,0.00012848937126651641
174/3780,Jingzhi Hu,0.00012839219715210344
c/ShihFuChang,Shih-Fu Chang,0.0001282693168049843
196/3616,Yongcheng Jing,0.00012817598178098462
97/6316,Ling Shi,0.0001281536674467163
173/4935,Jiuxiang Gu,0.00012798726723103234
78/5816-3,Jun Cheng 0003,0.00012784010342392217
146/0878,Mohammad Abu Alsheikh,0.00012776857943949844
174/3471,Zheng Hui Ernest Tan,0.0001276201511351671
23/11077,Xiaohu Wu,0.00012743458177265804
252/5270,Xuan-Phi Nguyen,0.00012741268816255532
00/1740,Jiangtao Cui,0.00012737402666332569
75/1683-2,Gang Yu 0002,0.00012733717794141225
30/10768-3,Cong Wu 0003,0.00012707976804072094
170/4080,Quoc-Viet Pham,0.00012705130839948855
228/7001,Aoyu Wu,0.0001268387444763791
130/2468,Haiyan Yin,0.00012670840168616727
12/1198-28,Jie Yang 0028,0.00012655842070854824
65/4124-3,Ju Wang 0003,0.0001265197934769323
128/0928,Allan NengSheng Zhang,0.00012627132104203032
37/8192,Hamid Rezatofighi,0.0001260048206107771
149/0439,Qiuping Jiang,0.00012594235255787318
48/4914,Shuguang Cui,0.00012584895557217701
328/0688,Qianxiong Xu,0.00012582907258452044
50/3402-26,Bo Li 0026,0.00012582629508731892
68/6119,Kok-Leong Ong,0.0001257550509130083
40/3934-4,Dong Wang 0004,0.00012560577753467379
132/8947,Sharath Chandra Guntuku,0.000125553945527547
r/JeffreySRosenschein,Jeffrey S. Rosenschein,0.00012543839110441178
144/3323,Shengxin Liu,0.00012535279108622568
71/6601,Wei Guo,0.00012513710089796283
37/10606,Lisi Chen 0001,0.00012511275194018726
229/7323,Yubo Ma,0.00012497585236646746
71/5802,Michel Pasquier,0.00012492116354029007
151/7509,Jiaxin Shi,0.00012452731204353482
181/2734-4,Feng Zhao 0004,0.00012420931812926917
96/4490,Sebastian Steinhorst,0.0001240886310134481
24/4105-2,Wei Wei 0002,0.00012385803667985446
150/6757,Guanyu Gao,0.00012384446773801592
145/2071,Helin Yang,0.00012378989040469202
17/1464-1,Xiaohu You 0001,0.00012376591192507256
249/8316,Nandish Chattopadhyay,0.0001237436261240793
28/9430,Wan Du,0.00012353451876864118
64/5845-1,Yuan Yuan 0001,0.00012348361333762797
w/LeiWang5,Lei Wang 0005,0.0001234740766745251
40/4886-1,Xingbo Wang 0001,0.000123207389084179
y/JianYang3,Jian Yang 0003,0.0001231095947560302
210/2646,Runsheng Yu,0.00012307574448731205
11/383-1,Gang Sun 0001,0.00012284565091033193
59/4321,Matthew Hague,0.0001227197628161245
161/0817,Tony F. Wu,0.00012253211096964839
48/6697,H.-S. Philip Wong,0.00012253211096964839
151/4529,Weiwen Jiang,0.00012244927831997455
237/4601,Jiale Guo,0.00012205072942067116
58/2893-6,Lu Yang 0006,0.0001218725781022721
127/2956,Guangliang Cheng,0.00012183812821818704
178/8719,Mengchen Zhao,0.00012177374733263442
146/8088,Xuying Meng,0.00012177063871399709
85/6381,Thomas W. Sederberg,0.0001217071620721249
42/312,Paolo Gastaldo,0.00012169876766984729
97/164,Chao Feng,0.00012168319544694347
329/5838,Jia Qi Yip,0.00012163691305864659
127/2364,Mustafa Khairallah,0.00012150979465756663
231/4867,Quanjun Zhang,0.00012144333459013923
48/7536-2,Chenguang Zhu 0002,0.00012142821193726334
193/6773-1,Junnan Li 0001,0.0001213732725981445
187/5695,Hengcan Shi,0.00012128016606328968
s/YuliangShi,Yuliang Shi,0.00012124560727479116
83/7953-1,Naina Gupta 0001,0.00012120968736061549
69/1799,Gangyi Jiang,0.00012107859395123925
181/2812-94,Hao Wang 0094,0.00012106915404021106
94/4754,Tomi Kinnunen,0.00012092427753041787
92/2954-2,Feng Li 0002,0.0001208871386952209
181/8442,Karen Sui Geok Chua,0.00012087750055806521
79/1648,Matej Kristan,0.00012086958968000152
84/10047,Siyi Wang,0.00012081232459488109
183/3731-1,Yicheng Wu 0001,0.00012080307018152344
33/7046,Jialie Shen 0001,0.00012071087603460106
37/7763,Yuanyuan Chen,0.00012061348006276696
116/8682-7,Shuai Zhao 0007,0.00012056521144801412
43/656,Tao Liu,0.00012055086714847036
82/6302,Yiwen Chen,0.00012052259965755303
66/6819,Chonho Lee,0.00012029663114269459
24/2634,Maylor K. H. Leung,0.00012028180862238534
n/KingNgiNgan,King Ngi Ngan,0.00012027186974253316
275/3790,Zhongqi Yue,0.00012023639999701522
64/6025-190,Wei Li 0190,0.00012022954802707322
246/5846,Xiaobao Guo,0.00012013200913820517
10/2381-2,Yan Zheng 0002,0.00012010697705142065
78/4802,Xinghuo Yu 0001,0.00011994192075171265
324/4741,Shengchao Hu,0.00011987624464956019
20/2039,Ming Liu,0.00011966947035985128
189/7103,Guoxian Song,0.00011953601252005382
51/4757-2,Kai Han 0002,0.0001194560858898659
149/3281,Xue Geng,0.00011933874200003111
54/799,Cheng Peng Fu,0.00011930371364698902
234/3026,Eranga Bandara,0.00011917030411318572
128/3106,Suman Deb,0.00011899834464416083
46/10222,Cuiyun Gao,0.00011899333120744654
o/BengChinOoi,Beng Chin Ooi,0.00011896872758100673
169/5440,Zhaoxin Chang 0001,0.00011879781407496619
68/3245,Dong Zhang,0.00011866857448556632
23/3610,Rodolfo Zunino,0.0001184060758789372
197/2060,Haiqiang Fu,0.0001182521237134708
03/5337-1,Jianjun Zhu 0001,0.0001182521237134708
191/8685,Zelei Liu,0.00011815561546653305
69/2834,Zhiming Li,0.00011815125279326374
174/7880,Changhai Ou,0.0001180707026855464
21/2715-31,Lei Liu 0031,0.00011803978360379268
53/6044,Meritxell Bach Cuadra,0.00011800224170791037
27/9060-1,Lingfei Wu 0001,0.00011800056285787466
46/3359-1,Wenjun Zhang 0001,0.00011797251551457576
09/4991,Leonid Sigal,0.00011791095449203164
132/8514,Jianxiong Yin,0.00011779847210061633
04/6901,Meng Zhang,0.00011777457272613797
75/1099,Beihong Jin,0.00011777132209339672
06/4240-13,Zhe Chen 0013,0.0001175319492157806
277/6282,Heqing Zou,0.00011749470088446295
l/ErwinLeonardi,Erwin Leonardi,0.00011741522819479852
45/794,Jie Gui,0.00011734861694265307
n/MinhNgocNguyen2,Minh Ngoc Nguyen 0002,0.00011711061159988968
08/7637,Fuyuan Zhang,0.00011704159365423976
18/5410-23,Di Wang 0023,0.00011691527525029548
91/6118,Deian Stefan,0.00011682184878158614
29/4638,Chang Wen Chen,0.00011674877614465343
119/4026,Zhangyang Wang,0.00011668344992811207
151/8696,Warut Suksompong,0.00011652276560248518
t/FrancescaToni,Francesca Toni,0.00011648256478518337
190/7027,Huimei Han,0.00011637078235699627
157/8128-6,Yuan Xie 0006,0.00011636274279625888
158/1975,Peilan He,0.00011632972820467683
53/2189-29,Li Li 0029,0.00011613769031394757
48/9282,Hau Chan,0.00011605878461265856
160/6387,Guangda Huzhang,0.00011594190226461605
179/3425,Pei-Duo Yu,0.00011591575297019824
238/0094-1,Zonglin Yang 0001,0.00011574470007027673
250/2806,Renchunzi Xie,0.0001155929228267662
33/85-12,Qian Liu 0012,0.00011557175082161439
195/8270,Xingjun Ma,0.00011556826464024443
06/5822,Heiko Aydt,0.0001155445275039253
g/PhilippaGardner,Philippa Gardner,0.00011552168594711357
150/4290,Jiacheng Wei,0.00011551871655732491
64/1774,Xutao Li,0.00011549898125004245
251/2060,Wanqi Xue,0.00011549698355178267
118/9750,Ravi Subramaniam,0.00011539016993826556
94/3019-17,Chao Zhang 0017,0.00011536313318151376
170/1654,Changgong Zhang,0.00011534815118488748
58/3960-1,Peng Song 0001,0.00011534317652302853
119/0910,Chao Qiu,0.00011525294179788168
274/2297,Yushi Cao,0.00011524323118337496
157/2088,Jiaze Li,0.00011518672956494022
54/2420-2,Wenyu Chen 0002,0.00011496497491730345
26/2578-1,Rui Zhao 0001,0.00011492254075508293
244/2438,Sabari Nathan,0.00011490723476606175
10/3757,Yichuan Jiang,0.00011489349103113205
82/2248,Hao Sun,0.00011479218788499803
76/2625,Zehua Zhang,0.00011473234324781763
259/6990,Zhuoyi Lin,0.00011468294391759514
96/7401,Junyu Liu,0.00011446569188826659
132/8062,Weidang Lu,0.00011442418248849312
308/7916,Jing-Zhe Xu,0.00011426587223450773
41/3249-7,Wentao Zhang 0007,0.00011420777646485915
277/0697,Lukas Christ,0.0001141847072369211
125/6699,Zhengyu Lin,0.00011416843183796576
42/8333,Yichao Jin,0.00011398929753893051
10/4950,Lizhuang Ma,0.00011375402571966309
72/2590-48,Jing Liu 0048,0.00011356397424829034
76/5789,Shuai Liu,0.0001135189129943184
256/5081,Chang-Duo Liang,0.00011349319551994032
94/6830,Pao-Ann Hsiung,0.00011318958656128144
41/3461,Junjie Yang,0.00011311429894600322
53/8073-1,Haipeng Chen 0001,0.0001130659618686204
245/5582,Zhuang Jia,0.00011297250180277861
29/5782-1,Quan Yuan 0001,0.00011292158462778103
196/7269,Kaihua Tang,0.00011276882216033282
172/5484,Yuze Zou,0.00011274512913590465
52/328-1,Di Wu 0001,0.0001127162024576479
50/671-4,Yu Zhang 0004,0.00011266324509826581
41/3281,Dongjin Song,0.00011257313499631799
96/6496,Xiaofeng Tao,0.0001124560967474271
96/7595,Hesuan Hu,0.000112342473715224
75/6874,Monika Seisenberger,0.00011230775355799615
r/MarkORiedl,Mark O. Riedl,0.00011219274970890216
73/2476,Luming Zhang,0.0001121877562834631
37/8121,Zoltan Endre Rakosi,0.0001118194079576944
139/8082,Huan Fu,0.00011178199843467854
12/1198-2,Jie Yang 0002,0.00011172511298644955
41/6129,Ing Yann Soon,0.00011168150456821916
54/3836,Bolan Su,0.00011167288948540188
40/4823,Huiqi Li,0.00011151520171020106
l/JingLi34,Jing Li 0034,0.0001115144044530722
86/896,Chunjing Xu,0.00011141409321574971
96/3115-1,Kun Zhang 0001,0.00011135640184671783
120/4095,Yuchen Fan,0.0001112903659378227
26/5200-1,Ding Liu 0001,0.0001112903659378227
211/7010,Xiaohang Zhan,0.00011127392324377268
122/5343,Chenghui Peng,0.00011117103085302651
172/1282-2,Xiangyu Xu 0002,0.00011111052469540478
204/3003,Kangjie Chen,0.0001110178012414316
32/9530-1,Qingshan Xu 0001,0.00011088822196972258
84/2644-1,Jingren Zhou 0001,0.0001108872602261705
71/11286,Rosa Q. So,0.00011087513646889181
231/7630,Jiangmiao Pang,0.00011085203550736982
87/2834,Tao Bai,0.00011081001139394238
75/157,Zuohua Ding,0.00011075784711247516
56/6651-1,Lina Yao 0001,0.00011075747434696974
178/1416,Ke Xian,0.00011061117602441046
48/5141,W. L. Tung,0.00011058968621897305
10/10222-1,Zhenyi Wang 0001,0.00011043875408183494
56/954,Anoop Kumar Krishna,0.00011042522489812677
07/1951-5,Jing Xu 0005,0.00011042427339146145
93/4472,Yap-Peng Tan,0.00011042300974144358
241/9593,Jiangning Zhang,0.00011042247950595066
n/SKNandy,S. K. Nandy 0001,0.00011041560756389383
91/8171,Shirui Pan,0.00011035917781448561
05/6184,Tzu-Yi Hung,0.000110281678269063
80/3549,Boon-Chong Seet,0.00011022196902505912
77/4730-8,Zheng Fang 0008,0.00011020829761993857
24/5818,Yu-Gang Jiang 0001,0.00011017727585399275
179/2548,Shan You,0.00011017491497224323
61/5017,Luc Van Gool,0.00011016241920264649
06/2736,Abhik Banerjee,0.00011007877142472237
28/2344,Imiyage Janaka Prasad Wijesena,0.00011006528153987245
57/145,Wenjun Zeng 0001,0.00010989925069070099
202/9216,Jiakai Wang,0.0001098661090269088
276/3246,Jingwen Hou,0.0001098063709764831
17/2703-1,Jie Li 0001,0.00010965594973363458
78/2022,Kai Wang,0.0001096532531915005
20/1255,Qiang Guan,0.00010955935906500131
p/JianPei,Jian Pei 0001,0.00010943390408305149
99/10610,Zoebir Bong,0.00010926102031408296
86/5306,Santanu Sarkar 0001,0.00010917694050610563
49/2992,Étienne André,0.00010912868509450621
64/6544,Yi Zhang,0.00010908735752230166
244/9659,Yehui Tang,0.00010901425514667833
33/10570,Ayesha Khalid,0.00010898942356247169
176/6479,Shangwei Guo,0.00010896788170492004
79/1490,Roger Zimmermann,0.00010895031330201658
w/ZhengWang20,Zheng Wang 0020,0.00010888943840007265
139/7033,Chenyu Liu,0.0001088572817411927
222/5594,Lyuye Zhang,0.00010869711065493245
30/5587,Xiu-Ling Liu,0.00010854430957842615
06/5687,Hongwei Chen,0.00010842118149366902
121/4554,Hwajeong Seo,0.00010837309876685974
41/1572,Yingjie Zhou,0.00010835675048438792
158/4231,Kele Xu,0.00010808184357940477
j/AdamJatowt,Adam Jatowt,0.00010804573244457134
46/2005,Ning Wang,0.00010803240325761947
236/6258,Yuedong Chen,0.00010785929429910173
29/11273-1,Pengfei Wei 0001,0.00010785558219889129
230/4012,Chao-Han Huck Yang,0.0001078410309863569
04/6217,Huadong Ma,0.00010782886800773279
j/NicholasRJennings,Nicholas R. Jennings,0.0001078042807208872
75/11480,Ryan K. L. Ko,0.00010780283357944298
92/10934,Fumin Shen,0.00010778925984274593
139/0725,Xian Wei,0.00010775222085070721
80/1035-1,Dan Chen 0001,0.0001077443720474182
h/ThomasCHenderson,Thomas C. Henderson,0.0001077233768255044
36/3855,Eric P. Xing,0.00010772152001624443
134/9314-1,Chaojie Wang 0001,0.00010771139615251324
08/6749,Stephanus Daniel Handoko,0.00010765456052508923
57/4080,Olga Sourina,0.0001074935841601377
m/PattieMaes,Pattie Maes,0.00010744394235152325
48/6213,Gary Kee Khoon Lee,0.00010741353859600227
274/0724,Weiming Zhuang,0.00010741158816401159
07/2668,Michael M. Bronstein,0.00010740310942445615
03/9488,Chaojie Li,0.00010733793634521154
92/10031,Rakpong Kaewpuang,0.00010729168828232663
38/616,Matthew A. Garratt,0.00010711829122597687
29/6497-6,Zhuo Chen 0006,0.00010711284711484707
51/2525-1,Yuanqing Li 0001,0.00010700498657270532
257/4507,Wanqi Yin,0.00010698926781180241
184/4312-1,Haoyu He 0001,0.00010678100074049926
25/1002,Muhammad Ali Imran 0001,0.00010667834703134729
