colab_id,author_pid,author_name,year,collaborator_pid,collaborator_name
1,15/3108,Alexei Sourin,2004,s/SeahHockSoon,Seah Hock Soon
2,163/6518,Alvin Chan,2023,64/4136,Yew-Soon Ong
3,163/6518,Alvin Chan,2022,64/4136,Yew-Soon Ong
4,163/6518,Alvin Chan,2022,51/3710-3,Yang Liu 0003
5,163/6518,Alvin Chan,2022,64/4136,Yew Soon Ong
6,163/6518,Alvin Chan,2022,64/4136,Yew Soon Ong
7,163/6518,Alvin Chan,2022,64/4136,Yew-Soon Ong
8,163/6518,Alvin Chan,2022,64/4136,Yew-Soon Ong
9,163/6518,Alvin Chan,2021,64/4136,Yew-Soon Ong
10,163/6518,Alvin Chan,2021,64/4136,Yew-Soon Ong
11,163/6518,Alvin Chan,2021,81/8329,Anh Tuan Luu
12,163/6518,Alvin Chan,2021,65/3225,Siu Cheung Hui
13,163/6518,Alvin Chan,2021,81/8329,Anh Tuan Luu
14,163/6518,Alvin Chan,2021,65/3225,Siu Cheung Hui
15,163/6518,Alvin Chan,2021,64/4136,Yew-Soon Ong
16,163/6518,Alvin Chan,2020,81/8329,Anh Tuan Luu
17,163/6518,Alvin Chan,2020,64/4136,Yew-Soon Ong
18,163/6518,Alvin Chan,2020,64/4136,Yew-Soon Ong
19,163/6518,Alvin Chan,2020,64/4136,Yew-Soon Ong
20,163/6518,Alvin Chan,2020,64/4136,Yew-Soon Ong
21,163/6518,Alvin Chan,2020,64/4136,Yew-Soon Ong
22,163/6518,Alvin Chan,2019,64/4136,Yew-Soon Ong
23,163/6518,Alvin Chan,2019,64/4136,Yew-Soon Ong
24,163/6518,Alvin Chan,2019,64/4136,Yew-Soon Ong
25,163/6518,Alvin Chan,2018,51/3710-3,Yang Liu 0003
26,163/6518,Alvin Chan,2018,64/4136,Yew-Soon Ong
27,99/4535,Anupam Chattopadhyay,2024,76/440,Dusit Niyato
28,99/4535,Anupam Chattopadhyay,2024,80/7421,Erik Cambria
29,99/4535,Anupam Chattopadhyay,2023,10/1993,Kwok-Yan Lam
30,99/4535,Anupam Chattopadhyay,2021,10/1993,Kwok-Yan Lam
31,99/4535,Anupam Chattopadhyay,2020,95/7006,Cuntai Guan
32,99/4535,Anupam Chattopadhyay,2020,73/1708,Arvind Easwaran
33,99/4535,Anupam Chattopadhyay,2020,73/1708,Arvind Easwaran
34,99/4535,Anupam Chattopadhyay,2019,41/8030,Sourav Sen Gupta 0001
35,99/4535,Anupam Chattopadhyay,2019,41/8030,Sourav Sen Gupta 0001
36,99/4535,Anupam Chattopadhyay,2019,84/2408,Owen Noel Newton Fernando
37,99/4535,Anupam Chattopadhyay,2019,s/SeahHockSoon,Hock Soon Seah
38,99/4535,Anupam Chattopadhyay,2019,41/8030,Sourav Sen Gupta 0001
39,99/4535,Anupam Chattopadhyay,2019,84/2408,Owen Noel Newton Fernando
40,99/4535,Anupam Chattopadhyay,2019,s/SeahHockSoon,Hock Soon Seah
41,99/4535,Anupam Chattopadhyay,2019,41/8030,Sourav Sen Gupta 0001
42,99/4535,Anupam Chattopadhyay,2019,41/8030,Sourav Sen Gupta 0001
43,99/4535,Anupam Chattopadhyay,2018,10/1993,Kwok-Yan Lam
44,99/4535,Anupam Chattopadhyay,2018,10/1993,Kwok-Yan Lam
45,99/4535,Anupam Chattopadhyay,2018,10/1993,Kwok-Yan Lam
46,99/4535,Anupam Chattopadhyay,2018,41/8030,Sourav Sen Gupta 0001
47,99/4535,Anupam Chattopadhyay,2018,10/1993,Kwok-Yan Lam
48,99/4535,Anupam Chattopadhyay,2018,10/1993,Kwok-Yan Lam
49,99/4535,Anupam Chattopadhyay,2018,41/8030,Sourav Sen Gupta 0001
50,99/4535,Anupam Chattopadhyay,2018,10/1993,Kwok-Yan Lam
51,99/4535,Anupam Chattopadhyay,2018,73/1708,Arvind Easwaran
52,99/4535,Anupam Chattopadhyay,2018,10/1993,Kwok-Yan Lam
53,99/4535,Anupam Chattopadhyay,2017,80/7421,Erik Cambria
54,99/4535,Anupam Chattopadhyay,2017,73/1708,Arvind Easwaran
55,99/4535,Anupam Chattopadhyay,2017,73/1708,Arvind Easwaran
56,99/4535,Anupam Chattopadhyay,2017,10/1993,Kwok-Yan Lam
57,99/4535,Anupam Chattopadhyay,2017,10/1993,Kwok-Yan Lam
58,99/4535,Anupam Chattopadhyay,2016,23/1694,Thambipillai Srikanthan
59,99/4535,Anupam Chattopadhyay,2016,23/1694,Thambipillai Srikanthan
60,99/4535,Anupam Chattopadhyay,2013,41/8030,Sourav Sen Gupta 0001
61,99/4535,Anupam Chattopadhyay,2013,41/8030,Sourav Sen Gupta 0001
62,99/4535,Anupam Chattopadhyay,2012,41/8030,Sourav Sen Gupta 0001
63,99/4535,Anupam Chattopadhyay,2011,41/8030,Sourav Sen Gupta 0001
64,d/AnwitamanDatta,Anwitaman Datta,2013,78/5155,Aixin Sun
65,d/AnwitamanDatta,Anwitaman Datta,2012,78/5155,Aixin Sun
66,d/AnwitamanDatta,Anwitaman Datta,2012,78/5155,Aixin Sun
67,d/AnwitamanDatta,Anwitaman Datta,2012,78/5155,Aixin Sun
68,d/AnwitamanDatta,Anwitaman Datta,2012,l/BuSungLee,Bu-Sung Lee
69,d/AnwitamanDatta,Anwitaman Datta,2012,84/6889-2,Jie Zhang 0002
70,d/AnwitamanDatta,Anwitaman Datta,2011,78/5155,Aixin Sun
71,d/AnwitamanDatta,Anwitaman Datta,2011,78/5155,Aixin Sun
72,d/AnwitamanDatta,Anwitaman Datta,2011,78/5155,Aixin Sun
73,d/AnwitamanDatta,Anwitaman Datta,2010,78/5155,Aixin Sun
74,d/AnwitamanDatta,Anwitaman Datta,2010,78/5155,Aixin Sun
75,d/AnwitamanDatta,Anwitaman Datta,2010,n/WeeKeongNg,Wee Keong Ng
76,d/AnwitamanDatta,Anwitaman Datta,2009,78/5155,Aixin Sun
77,d/AnwitamanDatta,Anwitaman Datta,2009,78/5155,Aixin Sun
78,d/AnwitamanDatta,Anwitaman Datta,2008,n/WeeKeongNg,Wee Keong Ng
79,d/AnwitamanDatta,Anwitaman Datta,2008,78/5155,Aixin Sun
80,67/2933,Arijit Khan 0001,2025,117/5965,Siqiang Luo
81,67/2933,Arijit Khan 0001,2023,58/10813-1,Cheng Long 0001
82,67/2933,Arijit Khan 0001,2023,117/5965,Siqiang Luo
83,67/2933,Arijit Khan 0001,2023,58/10813-1,Cheng Long 0001
84,67/2933,Arijit Khan 0001,2023,117/5965,Siqiang Luo
85,67/2933,Arijit Khan 0001,2022,52/910,Chai Kiat Yeo
86,67/2933,Arijit Khan 0001,2022,41/8030,Sourav Sen Gupta 0001
87,67/2933,Arijit Khan 0001,2022,58/10813-1,Cheng Long 0001
88,67/2933,Arijit Khan 0001,2021,41/8030,Sourav Sen Gupta 0001
89,67/2933,Arijit Khan 0001,2020,33/3180,Gao Cong
90,67/2933,Arijit Khan 0001,2020,41/8030,Sourav Sen Gupta 0001
91,67/2933,Arijit Khan 0001,2018,33/3180,Gao Cong
92,67/2933,Arijit Khan 0001,2018,33/3180,Gao Cong
93,73/1708,Arvind Easwaran,2020,99/4535,Anupam Chattopadhyay
94,73/1708,Arvind Easwaran,2020,90/9499,Zhiwei Liu
95,73/1708,Arvind Easwaran,2020,99/4535,Anupam Chattopadhyay
96,73/1708,Arvind Easwaran,2020,90/9499,Zhiwei Liu
97,73/1708,Arvind Easwaran,2018,99/4535,Anupam Chattopadhyay
98,73/1708,Arvind Easwaran,2017,99/4535,Anupam Chattopadhyay
99,73/1708,Arvind Easwaran,2017,99/4535,Anupam Chattopadhyay
100,66/549,A. S. Madhukumar,2016,76/440,Dusit Niyato
101,66/549,A. S. Madhukumar,2014,76/440,Dusit Niyato
102,66/549,A. S. Madhukumar,2011,30/6609,Chiew Tong Lau
103,66/549,A. S. Madhukumar,2002,30/6609,Chiew Tong Lau
104,42/6178-1,Bo An 0001,2023,12/9925,Svetlana Obraztsova
105,42/6178-1,Bo An 0001,2023,93/4009,Zinovi Rabinovich
106,42/6178-1,Bo An 0001,2023,12/9925,Svetlana Obraztsova
107,42/6178-1,Bo An 0001,2023,93/4009,Zinovi Rabinovich
108,42/6178-1,Bo An 0001,2022,52/910,Chai Kiat Yeo
109,42/6178-1,Bo An 0001,2022,93/4009,Zinovi Rabinovich
110,42/6178-1,Bo An 0001,2022,12/9925,Svetlana Obraztsova
111,42/6178-1,Bo An 0001,2022,52/910,Chai Kiat Yeo
112,42/6178-1,Bo An 0001,2022,52/910,Chai Kiat Yeo
113,42/6178-1,Bo An 0001,2022,12/9925,Svetlana Obraztsova
114,42/6178-1,Bo An 0001,2022,93/4009,Zinovi Rabinovich
115,42/6178-1,Bo An 0001,2022,12/9925,Svetlana Obraztsova
116,42/6178-1,Bo An 0001,2021,52/910,Chai Kiat Yeo
117,42/6178-1,Bo An 0001,2021,12/9925,Svetlana Obraztsova
118,42/6178-1,Bo An 0001,2021,93/4009,Zinovi Rabinovich
119,42/6178-1,Bo An 0001,2021,12/9925,Svetlana Obraztsova
120,42/6178-1,Bo An 0001,2021,93/4009,Zinovi Rabinovich
121,42/6178-1,Bo An 0001,2021,52/910,Chai Kiat Yeo
122,42/6178-1,Bo An 0001,2021,93/4009,Zinovi Rabinovich
123,42/6178-1,Bo An 0001,2021,12/9925,Svetlana Obraztsova
124,42/6178-1,Bo An 0001,2021,52/910,Chai Kiat Yeo
125,42/6178-1,Bo An 0001,2020,93/4009,Zinovi Rabinovich
126,42/6178-1,Bo An 0001,2020,93/4009,Zinovi Rabinovich
127,42/6178-1,Bo An 0001,2019,93/4009,Zinovi Rabinovich
128,42/6178-1,Bo An 0001,2018,m/ChunyanMiao,Chunyan Miao
129,42/6178-1,Bo An 0001,2018,m/ChunyanMiao,Chunyan Miao
130,42/6178-1,Bo An 0001,2018,80/5412,Sinno Jialin Pan
131,42/6178-1,Bo An 0001,2017,84/6889-2,Jie Zhang 0002
132,42/6178-1,Bo An 0001,2017,76/440,Dusit Niyato
133,42/6178-1,Bo An 0001,2017,m/ChunyanMiao,Chunyan Miao
134,42/6178-1,Bo An 0001,2017,33/3180,Gao Cong
135,42/6178-1,Bo An 0001,2016,84/6889-2,Jie Zhang 0002
136,42/6178-1,Bo An 0001,2016,46/3391,Dacheng Tao
137,42/6178-1,Bo An 0001,2016,m/ChunyanMiao,Chunyan Miao
138,42/6178-1,Bo An 0001,2016,m/ChunyanMiao,Chunyan Miao
139,42/6178-1,Bo An 0001,2016,m/ChunyanMiao,Chunyan Miao
140,42/6178-1,Bo An 0001,2015,m/ChunyanMiao,Chunyan Miao
141,42/6178-1,Bo An 0001,2015,03/1554-1,Zhiqi Shen 0001
142,42/6178-1,Bo An 0001,2015,m/ChunyanMiao,Chunyan Miao
143,42/6178-1,Bo An 0001,2014,35/1096-1,Han Yu 0001
144,42/6178-1,Bo An 0001,2014,03/1554-1,Zhiqi Shen 0001
145,42/6178-1,Bo An 0001,2014,m/ChunyanMiao,Chunyan Miao
146,42/6178-1,Bo An 0001,2014,35/1096-1,Han Yu 0001
147,42/6178-1,Bo An 0001,2014,m/ChunyanMiao,Chunyan Miao
148,42/6178-1,Bo An 0001,2014,03/1554-1,Zhiqi Shen 0001
149,42/6178-1,Bo An 0001,2014,84/6889-2,Jie Zhang 0002
150,42/6178-1,Bo An 0001,2014,m/ChunyanMiao,Chunyan Miao
151,42/6178-1,Bo An 0001,2014,m/ChunyanMiao,Chunyan Miao
152,42/6178-1,Bo An 0001,2013,35/1096-1,Han Yu 0001
153,42/6178-1,Bo An 0001,2013,03/1554-1,Zhiqi Shen 0001
154,42/6178-1,Bo An 0001,2013,m/ChunyanMiao,Chunyan Miao
155,42/6178-1,Bo An 0001,2013,35/1096-1,Han Yu 0001
156,42/6178-1,Bo An 0001,2013,m/ChunyanMiao,Chunyan Miao
157,42/6178-1,Bo An 0001,2012,35/1096-1,Han Yu 0001
158,42/6178-1,Bo An 0001,2012,03/1554-1,Zhiqi Shen 0001
159,42/6178-1,Bo An 0001,2012,m/ChunyanMiao,Chunyan Miao
160,42/6178-1,Bo An 0001,2012,35/1096-1,Han Yu 0001
161,42/6178-1,Bo An 0001,2012,03/1554-1,Zhiqi Shen 0001
162,42/6178-1,Bo An 0001,2007,03/1554-1,Zhiqi Shen 0001
163,42/6178-1,Bo An 0001,2007,m/ChunyanMiao,Chunyan Miao
164,42/6178-1,Bo An 0001,2007,m/ChunyanMiao,Chunyan Miao
165,42/6178-1,Bo An 0001,2007,03/1554-1,Zhiqi Shen 0001
166,42/6178-1,Bo An 0001,2006,m/ChunyanMiao,Chunyan Miao
167,42/6178-1,Bo An 0001,2006,03/1554-1,Zhiqi Shen 0001
168,42/6178-1,Bo An 0001,2005,m/ChunyanMiao,Chunyan Miao
169,42/6178-1,Bo An 0001,2005,m/ChunyanMiao,Chunyan Miao
170,42/6178-1,Bo An 0001,2005,03/1554-1,Zhiqi Shen 0001
171,42/6178-1,Bo An 0001,2005,m/ChunyanMiao,Chunyan Miao
172,42/6178-1,Bo An 0001,2005,m/ChunyanMiao,Chunyan Miao
173,83/6096,Jianfei Cai 0001,2024,126/4778,Guosheng Lin
174,83/6096,Jianfei Cai 0001,2024,46/3391,Dacheng Tao
175,83/6096,Jianfei Cai 0001,2024,29/3808,Tat-Jen Cham
176,83/6096,Jianfei Cai 0001,2024,09/5452,Jianmin Zheng
177,83/6096,Jianfei Cai 0001,2024,09/5452,Jianmin Zheng
178,83/6096,Jianfei Cai 0001,2024,29/3808,Tat-Jen Cham
179,83/6096,Jianfei Cai 0001,2024,09/5452,Jianmin Zheng
180,83/6096,Jianfei Cai 0001,2024,29/3808,Tat-Jen Cham
181,83/6096,Jianfei Cai 0001,2024,09/5452,Jianmin Zheng
182,83/6096,Jianfei Cai 0001,2024,29/3808,Tat-Jen Cham
183,83/6096,Jianfei Cai 0001,2024,09/5452,Jianmin Zheng
184,83/6096,Jianfei Cai 0001,2024,09/5452,Jianmin Zheng
185,83/6096,Jianfei Cai 0001,2024,09/5452,Jianmin Zheng
186,83/6096,Jianfei Cai 0001,2024,29/3808,Tat-Jen Cham
187,83/6096,Jianfei Cai 0001,2023,79/8116,Hanwang Zhang
188,83/6096,Jianfei Cai 0001,2023,79/8116,Hanwang Zhang
189,83/6096,Jianfei Cai 0001,2023,46/3391,Dacheng Tao
190,83/6096,Jianfei Cai 0001,2023,46/3391,Dacheng Tao
191,83/6096,Jianfei Cai 0001,2023,46/3391,Dacheng Tao
192,83/6096,Jianfei Cai 0001,2023,46/3391,Dacheng Tao
193,83/6096,Jianfei Cai 0001,2023,09/5452,Jianmin Zheng
194,83/6096,Jianfei Cai 0001,2023,126/4778,Guosheng Lin
195,83/6096,Jianfei Cai 0001,2023,46/3391,Dacheng Tao
196,83/6096,Jianfei Cai 0001,2023,29/3808,Tat-Jen Cham
197,83/6096,Jianfei Cai 0001,2023,09/5452,Jianmin Zheng
198,83/6096,Jianfei Cai 0001,2022,79/8116,Hanwang Zhang
199,83/6096,Jianfei Cai 0001,2022,29/3808,Tat-Jen Cham
200,83/6096,Jianfei Cai 0001,2022,09/5452,Jianmin Zheng
201,83/6096,Jianfei Cai 0001,2022,29/3808,Tat-Jen Cham
202,83/6096,Jianfei Cai 0001,2022,42/2718,Shijian Lu
203,83/6096,Jianfei Cai 0001,2022,64/4136,Yew-Soon Ong
204,83/6096,Jianfei Cai 0001,2022,46/3391,Dacheng Tao
205,83/6096,Jianfei Cai 0001,2022,29/3808,Tat-Jen Cham
206,83/6096,Jianfei Cai 0001,2022,126/4778,Guosheng Lin
207,83/6096,Jianfei Cai 0001,2022,09/5452,Jianmin Zheng
208,83/6096,Jianfei Cai 0001,2022,09/5452,Jianmin Zheng
209,83/6096,Jianfei Cai 0001,2022,29/3808,Tat-Jen Cham
210,83/6096,Jianfei Cai 0001,2022,29/3808,Tat-Jen Cham
211,83/6096,Jianfei Cai 0001,2022,09/5452,Jianmin Zheng
212,83/6096,Jianfei Cai 0001,2022,29/3808,Tat-Jen Cham
213,83/6096,Jianfei Cai 0001,2022,29/3808,Tat-Jen Cham
214,83/6096,Jianfei Cai 0001,2022,46/3391,Dacheng Tao
215,83/6096,Jianfei Cai 0001,2022,29/3808,Tat-Jen Cham
216,83/6096,Jianfei Cai 0001,2022,126/4778,Guosheng Lin
217,83/6096,Jianfei Cai 0001,2022,09/5452,Jianmin Zheng
218,83/6096,Jianfei Cai 0001,2022,09/5452,Jianmin Zheng
219,83/6096,Jianfei Cai 0001,2022,79/8116,Hanwang Zhang
220,83/6096,Jianfei Cai 0001,2022,46/3391,Dacheng Tao
221,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
222,83/6096,Jianfei Cai 0001,2021,09/5452,Jianmin Zheng
223,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
224,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
225,83/6096,Jianfei Cai 0001,2021,64/4136,Yew-Soon Ong
226,83/6096,Jianfei Cai 0001,2021,09/5452,Jianmin Zheng
227,83/6096,Jianfei Cai 0001,2021,79/8116,Hanwang Zhang
228,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
229,83/6096,Jianfei Cai 0001,2021,126/4778,Guosheng Lin
230,83/6096,Jianfei Cai 0001,2021,79/8116,Hanwang Zhang
231,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
232,83/6096,Jianfei Cai 0001,2021,09/5452,Jianmin Zheng
233,83/6096,Jianfei Cai 0001,2021,01/5855,Chen Change Loy
234,83/6096,Jianfei Cai 0001,2021,79/8116,Hanwang Zhang
235,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
236,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
237,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
238,83/6096,Jianfei Cai 0001,2021,46/3391,Dacheng Tao
239,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
240,83/6096,Jianfei Cai 0001,2021,09/5452,Jianmin Zheng
241,83/6096,Jianfei Cai 0001,2021,29/3808,Tat-Jen Cham
242,83/6096,Jianfei Cai 0001,2021,126/4778,Guosheng Lin
243,83/6096,Jianfei Cai 0001,2021,62/2078,Shafiq R. Joty
244,83/6096,Jianfei Cai 0001,2021,126/4778,Guosheng Lin
245,83/6096,Jianfei Cai 0001,2021,79/8116,Hanwang Zhang
246,83/6096,Jianfei Cai 0001,2021,09/5452,Jianmin Zheng
247,83/6096,Jianfei Cai 0001,2021,46/3391,Dacheng Tao
248,83/6096,Jianfei Cai 0001,2021,46/3391,Dacheng Tao
249,83/6096,Jianfei Cai 0001,2020,62/2078,Shafiq R. Joty
250,83/6096,Jianfei Cai 0001,2020,09/5452,Jianmin Zheng
251,83/6096,Jianfei Cai 0001,2020,29/3808,Tat-Jen Cham
252,83/6096,Jianfei Cai 0001,2020,64/4136,Yew-Soon Ong
253,83/6096,Jianfei Cai 0001,2020,09/5452,Jianmin Zheng
254,83/6096,Jianfei Cai 0001,2020,09/5452,Jianmin Zheng
255,83/6096,Jianfei Cai 0001,2020,126/4778,Guosheng Lin
256,83/6096,Jianfei Cai 0001,2020,29/3808,Tat-Jen Cham
257,83/6096,Jianfei Cai 0001,2020,62/2078,Shafiq R. Joty
258,83/6096,Jianfei Cai 0001,2020,126/4778,Guosheng Lin
259,83/6096,Jianfei Cai 0001,2020,09/5452,Jianmin Zheng
260,83/6096,Jianfei Cai 0001,2020,79/8116,Hanwang Zhang
261,83/6096,Jianfei Cai 0001,2020,62/2078,Shafiq R. Joty
262,83/6096,Jianfei Cai 0001,2020,29/3808,Tat-Jen Cham
263,83/6096,Jianfei Cai 0001,2020,79/8116,Hanwang Zhang
264,83/6096,Jianfei Cai 0001,2020,126/4778,Guosheng Lin
265,83/6096,Jianfei Cai 0001,2020,09/5452,Jianmin Zheng
266,83/6096,Jianfei Cai 0001,2020,62/2078,Shafiq R. Joty
267,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
268,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
269,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
270,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
271,83/6096,Jianfei Cai 0001,2019,126/4778,Guosheng Lin
272,83/6096,Jianfei Cai 0001,2019,64/4136,Yew-Soon Ong
273,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
274,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
275,83/6096,Jianfei Cai 0001,2019,126/4778,Guosheng Lin
276,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
277,83/6096,Jianfei Cai 0001,2019,79/8116,Hanwang Zhang
278,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
279,83/6096,Jianfei Cai 0001,2019,79/8116,Hanwang Zhang
280,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
281,83/6096,Jianfei Cai 0001,2019,62/2078,Shafiq R. Joty
282,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
283,83/6096,Jianfei Cai 0001,2019,126/4778,Guosheng Lin
284,83/6096,Jianfei Cai 0001,2019,62/2078,Shafiq R. Joty
285,83/6096,Jianfei Cai 0001,2019,126/4778,Guosheng Lin
286,83/6096,Jianfei Cai 0001,2019,126/4778,Guosheng Lin
287,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
288,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
289,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
290,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
291,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
292,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
293,83/6096,Jianfei Cai 0001,2019,62/2078,Shafiq R. Joty
294,83/6096,Jianfei Cai 0001,2019,79/8116,Hanwang Zhang
295,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
296,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
297,83/6096,Jianfei Cai 0001,2019,62/2078,Shafiq R. Joty
298,83/6096,Jianfei Cai 0001,2019,64/4136,Yew-Soon Ong
299,83/6096,Jianfei Cai 0001,2019,09/5452,Jianmin Zheng
300,83/6096,Jianfei Cai 0001,2019,29/3808,Tat-Jen Cham
301,83/6096,Jianfei Cai 0001,2018,64/4136,Yew-Soon Ong
302,83/6096,Jianfei Cai 0001,2018,64/4136,Yew-Soon Ong
303,83/6096,Jianfei Cai 0001,2018,09/5452,Jianmin Zheng
304,83/6096,Jianfei Cai 0001,2018,29/3808,Tat-Jen Cham
305,83/6096,Jianfei Cai 0001,2018,33/885,Yonggang Wen 0001
306,83/6096,Jianfei Cai 0001,2018,29/3808,Tat-Jen Cham
307,83/6096,Jianfei Cai 0001,2018,62/2078,Shafiq R. Joty
308,83/6096,Jianfei Cai 0001,2018,09/5452,Jianmin Zheng
309,83/6096,Jianfei Cai 0001,2018,79/8116,Hanwang Zhang
310,83/6096,Jianfei Cai 0001,2018,62/2078,Shafiq R. Joty
311,83/6096,Jianfei Cai 0001,2018,09/5452,Jianmin Zheng
312,83/6096,Jianfei Cai 0001,2018,62/2078,Shafiq R. Joty
313,83/6096,Jianfei Cai 0001,2018,29/3808,Tat-Jen Cham
314,83/6096,Jianfei Cai 0001,2018,29/3808,Tat-Jen Cham
315,83/6096,Jianfei Cai 0001,2018,64/4136,Yew-Soon Ong
316,83/6096,Jianfei Cai 0001,2018,29/3808,Tat-Jen Cham
317,83/6096,Jianfei Cai 0001,2018,09/5452,Jianmin Zheng
318,83/6096,Jianfei Cai 0001,2018,09/5452,Jianmin Zheng
319,83/6096,Jianfei Cai 0001,2018,29/3808,Tat-Jen Cham
320,83/6096,Jianfei Cai 0001,2018,29/3808,Tat-Jen Cham
321,83/6096,Jianfei Cai 0001,2018,126/4778,Guosheng Lin
322,83/6096,Jianfei Cai 0001,2018,62/2078,Shafiq R. Joty
323,83/6096,Jianfei Cai 0001,2018,09/5452,Jianmin Zheng
324,83/6096,Jianfei Cai 0001,2018,62/2078,Shafiq R. Joty
325,83/6096,Jianfei Cai 0001,2018,64/4136,Yew-Soon Ong
326,83/6096,Jianfei Cai 0001,2018,64/4136,Yew-Soon Ong
327,83/6096,Jianfei Cai 0001,2018,62/2078,Shafiq R. Joty
328,83/6096,Jianfei Cai 0001,2018,79/8116,Hanwang Zhang
329,83/6096,Jianfei Cai 0001,2018,29/3808,Tat-Jen Cham
330,83/6096,Jianfei Cai 0001,2018,09/5452,Jianmin Zheng
331,83/6096,Jianfei Cai 0001,2018,126/4778,Guosheng Lin
332,83/6096,Jianfei Cai 0001,2018,64/4136,Yew-Soon Ong
333,83/6096,Jianfei Cai 0001,2018,64/4136,Yew-Soon Ong
334,83/6096,Jianfei Cai 0001,2018,126/4778,Guosheng Lin
335,83/6096,Jianfei Cai 0001,2018,79/8116,Hanwang Zhang
336,83/6096,Jianfei Cai 0001,2017,64/4136,Yew-Soon Ong
337,83/6096,Jianfei Cai 0001,2017,33/885,Yonggang Wen 0001
338,83/6096,Jianfei Cai 0001,2017,29/3808,Tat-Jen Cham
339,83/6096,Jianfei Cai 0001,2017,09/5452,Jianmin Zheng
340,83/6096,Jianfei Cai 0001,2017,33/885,Yonggang Wen 0001
341,83/6096,Jianfei Cai 0001,2017,29/3808,Tat-Jen Cham
342,83/6096,Jianfei Cai 0001,2017,64/4136,Yew-Soon Ong
343,83/6096,Jianfei Cai 0001,2017,42/2718,Shijian Lu
344,83/6096,Jianfei Cai 0001,2017,29/3808,Tat-Jen Cham
345,83/6096,Jianfei Cai 0001,2017,42/2718,Shijian Lu
346,83/6096,Jianfei Cai 0001,2017,64/4136,Yew-Soon Ong
347,83/6096,Jianfei Cai 0001,2017,42/2718,Shijian Lu
348,83/6096,Jianfei Cai 0001,2017,42/2718,Shijian Lu
349,83/6096,Jianfei Cai 0001,2017,09/5452,Jianmin Zheng
350,83/6096,Jianfei Cai 0001,2017,62/2078,Shafiq R. Joty
351,83/6096,Jianfei Cai 0001,2016,42/2718,Shijian Lu
352,83/6096,Jianfei Cai 0001,2016,09/5452,Jianmin Zheng
353,83/6096,Jianfei Cai 0001,2016,42/2718,Shijian Lu
354,83/6096,Jianfei Cai 0001,2016,29/3808,Tat-Jen Cham
355,83/6096,Jianfei Cai 0001,2016,29/3808,Tat-Jen Cham
356,83/6096,Jianfei Cai 0001,2016,09/5452,Jianmin Zheng
357,83/6096,Jianfei Cai 0001,2015,29/3808,Tat-Jen Cham
358,83/6096,Jianfei Cai 0001,2015,14/3737,Weisi Lin
359,83/6096,Jianfei Cai 0001,2015,29/3808,Tat-Jen Cham
360,83/6096,Jianfei Cai 0001,2015,09/5452,Jianmin Zheng
361,83/6096,Jianfei Cai 0001,2015,29/3808,Tat-Jen Cham
362,83/6096,Jianfei Cai 0001,2015,29/3808,Tat-Jen Cham
363,83/6096,Jianfei Cai 0001,2015,09/5452,Jianmin Zheng
364,83/6096,Jianfei Cai 0001,2015,42/2718,Shijian Lu
365,83/6096,Jianfei Cai 0001,2015,14/3737,Weisi Lin
366,83/6096,Jianfei Cai 0001,2015,29/3808,Tat-Jen Cham
367,83/6096,Jianfei Cai 0001,2015,33/885,Yonggang Wen 0001
368,83/6096,Jianfei Cai 0001,2015,09/5452,Jianmin Zheng
369,83/6096,Jianfei Cai 0001,2015,42/2718,Shijian Lu
370,83/6096,Jianfei Cai 0001,2015,29/3808,Tat-Jen Cham
371,83/6096,Jianfei Cai 0001,2015,42/2718,Shijian Lu
